id,house_owner,mortgage,value,car_probability
25222,OWNER,LOW,325888,2
25223,OWNER,LOW,122843,8
25224,OWNER,High,595140,4
25225,OWNER,High,453712,1
25226,OWNER,LOW,382459,1
25227,OWNER,High,501509,1
25228,OWNER,Med,449101,2
25229,OWNER,LOW,1314256,1
25230,OWNER,High,318226,1
25231,OWNER,LOW,925682,2
25232,RENTER,LOW,585112,1
25233,OWNER,LOW,587510,1
25234,,LOW,1374315,1
25235,OWNER,LOW,0,3
25236,OWNER,High,349803,1
25237,OWNER,LOW,505433,1
25238,OWNER,Med,645770,2
25239,OWNER,LOW,371341,2
25240,OWNER,LOW,210915,3
25241,OWNER,Med,1248159,1
25242,,LOW,202347,1
25243,OWNER,High,556344,2
25244,OWNER,LOW,261927,1
25245,OWNER,Med,344783,8
25246,OWNER,LOW,561132,1
25247,,LOW,425754,3
25248,OWNER,LOW,453712,1
25249,OWNER,Med,810611,1
25250,OWNER,High,591870,5
25251,OWNER,Med,703006,1
25252,OWNER,Med,202188,2
25253,OWNER,LOW,601680,1
25254,OWNER,Med,292076,3
25255,OWNER,LOW,0,4
25256,OWNER,Med,177466,1
25257,RENTER,LOW,252328,3
25258,OWNER,High,1116083,1
25259,OWNER,LOW,206925,7
25260,RENTER,LOW,443880,1
25261,OWNER,Med,1729437,4
25262,OWNER,LOW,395997,1
25263,OWNER,LOW,700351,5
25264,,LOW,0,3
25265,OWNER,Med,291082,1
25266,OWNER,LOW,355383,2
25267,OWNER,High,259420,2
25268,OWNER,LOW,239255,1
25269,OWNER,LOW,143880,1
25270,RENTER,LOW,500092,2
25271,OWNER,Med,244857,2
25272,OWNER,LOW,237794,2
25273,OWNER,LOW,335220,1
25274,OWNER,High,519003,1
25275,OWNER,High,811483,1
25276,OWNER,LOW,230963,1
25277,OWNER,LOW,329795,1
25278,OWNER,Med,362425,1
25279,OWNER,High,326182,2
25280,OWNER,LOW,533031,1
25281,OWNER,LOW,278168,1
25282,,LOW,1000000,1
25283,OWNER,Med,733297,4
25284,OWNER,High,556924,1
25285,OWNER,High,243288,4
25286,OWNER,High,1721655,1
25287,OWNER,Med,212223,1
25288,OWNER,LOW,953684,2
25289,,LOW,0,2
25290,OWNER,LOW,431640,1
25291,OWNER,High,324384,2
25292,OWNER,High,322051,2
25293,OWNER,LOW,231908,3
25294,OWNER,High,611010,1
25295,OWNER,High,448186,1
25296,OWNER,LOW,264325,2
25297,RENTER,LOW,335825,2
25298,OWNER,Med,624210,3
25299,OWNER,LOW,852837,1
25300,OWNER,LOW,53366,4
25301,,LOW,353061,6
25302,OWNER,High,483474,1
25303,OWNER,High,309069,4
25304,OWNER,High,505433,1
25305,OWNER,LOW,164693,3
25306,OWNER,LOW,331152,3
25307,OWNER,LOW,155400,3
25308,OWNER,High,829609,1
25309,OWNER,Med,284898,1
25310,OWNER,Med,227130,1
25311,OWNER,High,472206,1
25312,OWNER,LOW,593003,2
25313,OWNER,LOW,363929,5
25314,OWNER,Med,350827,1
25315,OWNER,High,451314,2
25316,OWNER,High,728392,1
25317,OWNER,High,952311,2
25318,,LOW,414955,3
25319,OWNER,High,433460,1
25320,OWNER,LOW,374742,1
25321,OWNER,LOW,162388,2
25322,OWNER,Med,302169,1
25323,OWNER,LOW,580948,2
25324,OWNER,High,663592,1
25325,OWNER,LOW,125568,4
25326,OWNER,Med,234120,4
25327,OWNER,High,364784,4
25328,OWNER,Med,395539,1
25329,OWNER,LOW,354454,1
25330,,LOW,196221,7
25331,OWNER,Med,321942,1
25332,OWNER,LOW,311075,1
25333,OWNER,LOW,94929,5
25334,OWNER,Med,321550,1
25335,OWNER,High,381391,2
25336,OWNER,High,603554,2
25337,OWNER,Med,354032,1
25338,,LOW,0,7
25339,OWNER,LOW,159706,3
25340,OWNER,LOW,117109,2
25341,OWNER,LOW,665281,1
25342,OWNER,Med,476330,1
25343,OWNER,LOW,204505,1
25344,OWNER,LOW,95320,9
25345,OWNER,High,388301,1
25346,OWNER,LOW,850200,1
25347,OWNER,LOW,199068,1
25348,OWNER,Med,321092,1
25349,OWNER,LOW,318280,2
25350,OWNER,LOW,283683,2
25351,OWNER,LOW,236094,2
25352,OWNER,LOW,270674,8
25353,OWNER,LOW,25636,3
25354,OWNER,Med,261602,1
25355,RENTER,LOW,216910,3
25356,RENTER,LOW,52320,3
25357,OWNER,High,401643,1
25358,OWNER,LOW,41222,8
25359,RENTER,LOW,283527,4
25360,OWNER,LOW,134856,2
25361,OWNER,LOW,166334,2
25362,OWNER,LOW,132173,2
25363,RENTER,LOW,209389,1
25364,OWNER,LOW,146986,1
25365,OWNER,Med,294300,1
25366,OWNER,LOW,120118,3
25367,OWNER,LOW,207972,1
25368,RENTER,LOW,155870,3
25369,OWNER,LOW,135946,1
25370,OWNER,LOW,0,5
25371,RENTER,LOW,0,6
25372,OWNER,LOW,224452,2
25373,OWNER,LOW,512572,1
25374,OWNER,LOW,297570,1
25375,OWNER,LOW,188025,2
25376,OWNER,LOW,210043,1
25377,OWNER,LOW,196854,2
25378,OWNER,LOW,216223,2
25379,OWNER,LOW,174018,1
25380,OWNER,LOW,72648,6
25381,,LOW,146561,4
25382,OWNER,LOW,520475,1
25383,OWNER,LOW,323396,1
25384,OWNER,LOW,397850,1
25385,OWNER,LOW,234210,1
25386,OWNER,Med,161581,4
25387,OWNER,LOW,548707,1
25388,OWNER,Med,155434,7
25389,OWNER,Med,626859,2
25390,OWNER,LOW,122843,5
25391,OWNER,LOW,120325,4
25392,OWNER,LOW,255500,1
25393,OWNER,LOW,153657,3
25394,OWNER,LOW,160696,2
25395,OWNER,LOW,326073,2
25396,RENTER,LOW,277245,1
25397,OWNER,LOW,161538,4
25398,OWNER,LOW,281220,3
25399,OWNER,LOW,635361,2
25400,OWNER,LOW,198652,1
25401,OWNER,LOW,176405,2
25402,OWNER,LOW,0,2
25403,OWNER,LOW,19707,5
25404,OWNER,LOW,133906,4
25405,OWNER,LOW,177321,1
25406,OWNER,LOW,138321,2
25407,OWNER,LOW,198185,2
25408,OWNER,Med,237953,7
25409,OWNER,LOW,209498,6
25410,OWNER,LOW,249032,2
25411,OWNER,Med,311958,3
25412,OWNER,LOW,497476,2
25413,OWNER,Med,230980,1
25414,OWNER,LOW,425100,1
25415,OWNER,LOW,0,6
25416,RENTER,LOW,209716,2
25417,OWNER,LOW,166159,2
25418,OWNER,LOW,145188,2
25419,OWNER,LOW,62540,6
25420,OWNER,Med,298987,4
25421,OWNER,LOW,138141,3
25422,OWNER,LOW,167827,2
25423,RENTER,LOW,280275,1
25424,OWNER,LOW,179841,5
25425,OWNER,Med,208647,1
25426,OWNER,High,326727,2
25427,OWNER,LOW,593417,2
25428,RENTER,LOW,727503,1
25429,RENTER,LOW,185845,1
25430,OWNER,LOW,0,3
25431,OWNER,LOW,106591,7
25432,OWNER,LOW,62914,7
25433,OWNER,LOW,206119,3
25434,OWNER,LOW,266962,2
25435,OWNER,LOW,193376,1
25436,OWNER,LOW,63468,5
25437,OWNER,LOW,117600,6
25438,OWNER,LOW,241980,3
25439,OWNER,LOW,195982,4
25440,OWNER,LOW,85238,8
25441,OWNER,LOW,470989,8
25442,,LOW,0,4
25443,OWNER,LOW,228900,3
25444,OWNER,LOW,150452,3
25445,OWNER,High,330270,1
25446,OWNER,LOW,190575,2
25447,OWNER,LOW,168732,5
25448,OWNER,LOW,190859,2
25449,OWNER,LOW,228485,2
25450,OWNER,LOW,224387,4
25451,OWNER,LOW,988848,5
25452,OWNER,LOW,357149,2
25453,OWNER,LOW,170879,2
25454,RENTER,LOW,0,5
25455,OWNER,LOW,131552,2
25456,OWNER,LOW,113992,3
25457,OWNER,LOW,402864,1
25458,OWNER,Med,203350,2
25459,OWNER,LOW,105032,6
25460,OWNER,LOW,0,5
25461,OWNER,LOW,138750,2
25462,OWNER,LOW,182760,2
25463,OWNER,LOW,224540,2
25464,OWNER,LOW,285471,1
25465,OWNER,LOW,231254,3
25466,OWNER,LOW,137830,7
25467,OWNER,LOW,168950,2
25468,OWNER,LOW,247212,1
25469,OWNER,LOW,269186,1
25470,OWNER,High,854636,1
25471,OWNER,LOW,178542,3
25472,OWNER,LOW,202903,5
25473,RENTER,LOW,282446,1
25474,OWNER,LOW,105450,2
25475,RENTER,LOW,431836,2
25476,OWNER,LOW,238415,4
25477,OWNER,LOW,212669,1
25478,OWNER,LOW,270756,1
25479,OWNER,LOW,355808,2
25480,OWNER,LOW,448356,2
25481,OWNER,LOW,258493,1
25482,OWNER,LOW,79602,2
25483,RENTER,LOW,0,2
25484,OWNER,LOW,147542,3
25485,OWNER,LOW,344472,1
25486,OWNER,LOW,57552,3
25487,OWNER,LOW,215689,4
25488,OWNER,Med,285667,1
25489,OWNER,LOW,100825,2
25490,OWNER,LOW,174372,7
25491,OWNER,LOW,247212,1
25492,OWNER,High,403730,1
25493,OWNER,Med,314574,2
25494,OWNER,Med,216801,2
25495,OWNER,High,431095,1
25496,OWNER,LOW,382481,2
25497,OWNER,LOW,194107,1
25498,OWNER,High,203067,2
25499,OWNER,LOW,369117,6
25500,OWNER,LOW,206119,2
25501,OWNER,LOW,335502,2
25502,OWNER,LOW,129056,8
25503,OWNER,LOW,159085,3
25504,OWNER,LOW,298333,2
25505,OWNER,LOW,169583,1
25506,OWNER,LOW,195415,1
25507,OWNER,LOW,218370,5
25508,OWNER,LOW,298725,1
25509,OWNER,LOW,133089,3
25510,OWNER,Med,556227,1
25511,OWNER,LOW,325790,2
25512,OWNER,LOW,152474,2
25513,OWNER,LOW,268510,2
25514,OWNER,Med,643917,1
25515,OWNER,LOW,106438,8
25516,OWNER,Med,182367,2
25517,OWNER,LOW,396760,5
25518,OWNER,LOW,0,3
25519,OWNER,LOW,164502,2
25520,OWNER,LOW,110057,2
25521,OWNER,LOW,231990,1
25522,OWNER,LOW,307249,7
25523,OWNER,LOW,180930,8
25524,OWNER,High,353160,1
25525,OWNER,Med,206010,1
25526,OWNER,High,337867,4
25527,OWNER,LOW,429732,6
25528,OWNER,LOW,57386,1
25529,OWNER,LOW,337900,1
25530,OWNER,LOW,37997,2
25531,OWNER,LOW,287869,1
25532,RENTER,LOW,0,4
25533,OWNER,LOW,111398,2
25534,OWNER,LOW,43997,9
25535,OWNER,LOW,554156,7
25536,OWNER,LOW,386786,2
25537,OWNER,LOW,711911,1
25538,OWNER,LOW,246819,2
25539,RENTER,LOW,225466,4
25540,OWNER,Med,804147,2
25541,,LOW,89543,1
25542,OWNER,LOW,0,9
25543,OWNER,LOW,175380,1
25544,OWNER,LOW,1705850,1
25545,OWNER,LOW,179370,1
25546,OWNER,LOW,268620,1
25547,OWNER,LOW,35708,7
25548,OWNER,LOW,449875,1
25549,OWNER,LOW,0,7
25550,OWNER,LOW,437580,1
25551,OWNER,LOW,238579,2
25552,OWNER,LOW,478466,1
25553,OWNER,LOW,0,2
25554,OWNER,High,471185,1
25555,OWNER,LOW,286888,2
25556,OWNER,LOW,144021,2
25557,OWNER,LOW,100280,1
25558,OWNER,LOW,173462,5
25559,RENTER,LOW,0,8
25560,RENTER,LOW,242006,3
25561,OWNER,High,503253,3
25562,RENTER,LOW,0,5
25563,OWNER,LOW,144664,5
25564,OWNER,Med,374960,1
25565,OWNER,LOW,414799,2
25566,OWNER,Med,221815,1
25567,OWNER,LOW,0,1
25568,OWNER,LOW,0,4
25569,OWNER,LOW,295444,1
25570,OWNER,LOW,0,2
25571,OWNER,LOW,445504,1
25572,RENTER,LOW,221008,8
25573,OWNER,LOW,251626,3
25574,,LOW,249392,5
25575,OWNER,Med,413792,1
25576,OWNER,Med,237402,4
25577,OWNER,Med,473986,1
25578,OWNER,Med,193369,3
25579,OWNER,LOW,275857,2
25580,RENTER,LOW,0,8
25581,OWNER,LOW,222011,8
25582,OWNER,LOW,143732,3
25583,RENTER,LOW,0,5
25584,OWNER,LOW,309120,1
25585,OWNER,LOW,223373,6
25586,OWNER,LOW,241500,2
25587,,LOW,0,3
25588,OWNER,LOW,241500,3
25589,OWNER,LOW,480199,3
25590,OWNER,Med,222997,5
25591,OWNER,LOW,128968,2
25592,OWNER,Med,354053,8
25593,RENTER,LOW,0,5
25594,OWNER,Med,298224,1
25595,OWNER,Med,168165,5
25596,OWNER,Med,158050,4
25597,OWNER,LOW,606312,1
25598,OWNER,High,562276,2
25599,OWNER,High,303069,2
25600,OWNER,LOW,210130,5
25601,OWNER,Med,301766,1
25602,OWNER,High,416271,2
25603,OWNER,LOW,235440,2
25604,OWNER,LOW,0,4
25605,OWNER,LOW,149112,2
25606,RENTER,LOW,321462,3
25607,OWNER,LOW,255321,2
25608,OWNER,LOW,508550,1
25609,OWNER,LOW,190532,2
25610,OWNER,LOW,451260,1
25611,OWNER,LOW,250302,2
25612,RENTER,LOW,2748980,1
25613,OWNER,LOW,86491,6
25614,RENTER,LOW,0,8
25615,OWNER,LOW,233347,3
25616,OWNER,LOW,396585,1
25617,OWNER,LOW,229554,4
25618,RENTER,LOW,0,1
25619,OWNER,Med,160448,1
25620,OWNER,LOW,187555,1
25621,OWNER,LOW,102024,2
25622,OWNER,LOW,89532,3
25623,OWNER,LOW,299750,1
25624,OWNER,LOW,444120,2
25625,OWNER,Med,293874,4
25626,OWNER,LOW,585411,1
25627,OWNER,Med,238313,1
25628,RENTER,LOW,0,5
25629,RENTER,LOW,0,8
25630,OWNER,Med,143117,2
25631,OWNER,LOW,163946,8
25632,OWNER,LOW,296480,3
25633,OWNER,High,529576,2
25634,OWNER,Med,294823,7
25635,RENTER,LOW,158431,1
25636,OWNER,LOW,314475,2
25637,OWNER,LOW,219968,3
25638,OWNER,LOW,265524,1
25639,OWNER,LOW,290681,2
25640,OWNER,LOW,278647,2
25641,OWNER,LOW,278407,3
25642,OWNER,LOW,338336,3
25643,OWNER,LOW,173250,1
25644,RENTER,LOW,131672,1
25645,OWNER,LOW,259572,1
25646,OWNER,LOW,239756,2
25647,RENTER,LOW,0,3
25648,,LOW,0,3
25649,OWNER,LOW,294300,3
25650,OWNER,LOW,134985,4
25651,OWNER,LOW,0,4
25652,OWNER,Med,158050,2
25653,OWNER,LOW,355994,2
25654,OWNER,LOW,221815,1
25655,RENTER,LOW,105196,2
25656,OWNER,Med,230535,2
25657,OWNER,LOW,139171,6
25658,OWNER,LOW,493225,2
25659,OWNER,LOW,26064,7
25660,OWNER,LOW,227330,3
25661,RENTER,LOW,51993,5
25662,OWNER,LOW,494522,2
25663,OWNER,LOW,1000000,4
25664,OWNER,LOW,330270,1
25665,OWNER,Med,117687,4
25666,OWNER,Med,448251,2
25667,OWNER,LOW,0,3
25668,OWNER,LOW,167260,2
25669,OWNER,LOW,150681,3
25670,OWNER,Med,456884,1
25671,OWNER,Med,263943,5
25672,OWNER,Med,40417,2
25673,OWNER,LOW,290768,2
25674,OWNER,LOW,208833,1
25675,OWNER,LOW,269284,2
25676,OWNER,LOW,207187,3
25677,OWNER,High,402591,1
25678,,LOW,327000,5
25679,OWNER,High,235658,6
25680,OWNER,LOW,257240,3
25681,OWNER,High,1003345,4
25682,OWNER,LOW,274287,1
25683,OWNER,Med,201650,1
25684,RENTER,LOW,0,3
25685,RENTER,LOW,0,9
25686,OWNER,LOW,208102,3
25687,OWNER,High,494587,2
25688,OWNER,LOW,277078,2
25689,OWNER,LOW,0,2
25690,OWNER,LOW,122702,5
25691,OWNER,LOW,553280,2
25692,RENTER,LOW,0,7
25693,OWNER,High,468700,1
25694,OWNER,High,1500000,1
25695,OWNER,LOW,203067,1
25696,,LOW,0,4
25697,OWNER,LOW,229390,1
25698,OWNER,LOW,164459,3
25699,OWNER,Med,194506,9
25700,OWNER,Med,365280,3
25701,OWNER,LOW,116085,3
25702,OWNER,Med,276315,1
25703,OWNER,LOW,165390,6
25704,OWNER,LOW,106732,8
25705,OWNER,Med,329616,7
25706,RENTER,LOW,100825,9
25707,OWNER,Med,193475,5
25708,OWNER,High,577809,8
25709,RENTER,LOW,200592,6
25710,OWNER,LOW,203884,8
25711,OWNER,Med,225684,6
25712,OWNER,Med,180809,2
25713,OWNER,Med,745560,1
25714,OWNER,LOW,388040,2
25715,OWNER,LOW,202543,1
25716,OWNER,LOW,0,2
25717,OWNER,High,270232,2
25718,OWNER,High,251776,2
25719,RENTER,LOW,169120,2
25720,OWNER,High,662718,2
25721,RENTER,LOW,0,2
25722,RENTER,LOW,0,6
25723,OWNER,LOW,540269,2
25724,OWNER,LOW,187099,2
25725,OWNER,LOW,358555,1
25726,OWNER,Med,154534,1
25727,OWNER,LOW,130300,3
25728,OWNER,Med,263349,4
25729,OWNER,LOW,225695,3
25730,OWNER,LOW,251790,5
25731,OWNER,Med,398395,2
25732,RENTER,LOW,310377,3
25733,RENTER,LOW,376159,1
25734,OWNER,LOW,157156,1
25735,OWNER,LOW,341170,2
25736,OWNER,LOW,451260,1
25737,RENTER,LOW,263235,8
25738,OWNER,Med,357868,1
25739,OWNER,LOW,199600,6
25740,OWNER,LOW,134288,6
25741,RENTER,LOW,0,7
25742,RENTER,LOW,250743,1
25743,OWNER,Med,343927,2
25744,OWNER,LOW,313658,1
25745,OWNER,LOW,214250,4
25746,,LOW,296800,3
25747,OWNER,LOW,0,3
25748,OWNER,LOW,194880,5
25749,OWNER,LOW,473201,2
25750,OWNER,LOW,524290,3
25751,OWNER,LOW,649967,2
25752,OWNER,Med,244596,1
25753,OWNER,Med,203830,3
25754,OWNER,LOW,422484,4
25755,OWNER,LOW,306181,3
25756,RENTER,LOW,0,7
25757,OWNER,LOW,466956,3
25758,RENTER,LOW,191496,3
25759,RENTER,LOW,0,7
25760,RENTER,LOW,734387,2
25761,OWNER,LOW,0,1
25762,OWNER,LOW,168339,2
25763,OWNER,LOW,553284,4
25764,OWNER,High,424969,2
25765,,LOW,0,5
25766,OWNER,LOW,0,3
25767,OWNER,LOW,158795,3
25768,OWNER,Med,244596,3
25769,OWNER,High,266194,4
25770,OWNER,Med,197072,2
25771,OWNER,LOW,139629,4
25772,OWNER,Med,427225,3
25773,RENTER,LOW,224000,1
25774,RENTER,LOW,258493,6
25775,OWNER,LOW,0,3
25776,OWNER,LOW,130263,4
25777,OWNER,LOW,103233,3
25778,,LOW,514080,2
25779,OWNER,LOW,224976,2
25780,OWNER,LOW,184602,3
25781,OWNER,High,384732,2
25782,OWNER,LOW,141612,2
25783,RENTER,LOW,1066674,4
25784,OWNER,LOW,294823,6
25785,OWNER,LOW,87995,3
25786,OWNER,LOW,0,2
25787,OWNER,LOW,208752,2
25788,OWNER,Med,291476,4
25789,OWNER,LOW,252934,4
25790,OWNER,High,288850,1
25791,,LOW,460034,3
25792,RENTER,LOW,0,9
25793,RENTER,LOW,0,2
25794,OWNER,LOW,169429,3
25795,,LOW,421308,1
25796,RENTER,LOW,1009721,8
25797,OWNER,High,612253,2
25798,RENTER,LOW,445410,4
25799,OWNER,Med,453614,1
25800,OWNER,LOW,167707,2
25801,OWNER,LOW,215820,3
25802,OWNER,Med,251223,2
25803,OWNER,Med,946283,2
25804,OWNER,Med,388661,2
25805,OWNER,LOW,185354,8
25806,OWNER,LOW,237286,2
25807,OWNER,LOW,243113,2
25808,OWNER,LOW,141918,1
25809,OWNER,LOW,409590,2
25810,OWNER,High,415944,2
25811,RENTER,LOW,0,7
25812,OWNER,LOW,55872,5
25813,OWNER,LOW,86671,2
25814,OWNER,LOW,218034,1
25815,OWNER,Med,338172,3
25816,OWNER,LOW,261600,2
25817,OWNER,LOW,187480,4
25818,OWNER,LOW,343219,1
25819,OWNER,High,693185,1
25820,OWNER,LOW,373085,2
25821,OWNER,LOW,0,6
25822,OWNER,High,403082,2
25823,OWNER,LOW,183479,8
25824,OWNER,LOW,192030,3
25825,OWNER,LOW,87156,3
25826,RENTER,LOW,423624,2
25827,OWNER,LOW,255125,5
25828,OWNER,LOW,177888,6
25829,OWNER,LOW,176035,4
25830,OWNER,LOW,161320,4
25831,OWNER,High,383680,5
25832,OWNER,Med,141925,6
25833,OWNER,LOW,167467,3
25834,OWNER,LOW,226720,4
25835,OWNER,LOW,391288,1
25836,OWNER,High,1247232,2
25837,,LOW,0,1
25838,OWNER,Med,343568,2
25839,OWNER,LOW,300295,3
25840,OWNER,LOW,371489,7
25841,OWNER,Med,458345,1
25842,OWNER,LOW,591761,3
25843,OWNER,Med,343350,2
25844,OWNER,LOW,282528,4
25845,OWNER,LOW,232649,3
25846,OWNER,LOW,503819,1
25847,OWNER,High,364496,1
25848,OWNER,LOW,208234,6
25849,OWNER,LOW,237947,2
25850,OWNER,LOW,231625,3
25851,,LOW,212696,2
25852,OWNER,Med,284293,4
25853,OWNER,LOW,200058,5
25854,RENTER,LOW,22127,7
25855,OWNER,LOW,193257,2
25856,OWNER,Med,450475,2
25857,OWNER,LOW,671385,3
25858,OWNER,Med,72724,1
25859,OWNER,LOW,239364,8
25860,,LOW,785781,6
25861,OWNER,LOW,323076,2
25862,OWNER,LOW,172950,4
25863,RENTER,LOW,169484,7
25864,OWNER,High,269720,3
25865,OWNER,Med,90987,2
25866,OWNER,LOW,127333,3
25867,OWNER,LOW,223668,3
25868,OWNER,LOW,197617,1
25869,OWNER,Med,259823,2
25870,OWNER,Med,201464,3
25871,OWNER,LOW,454530,1
25872,OWNER,LOW,189354,2
25873,OWNER,Med,505601,2
25874,RENTER,LOW,215738,2
25875,,LOW,909278,1
25876,OWNER,LOW,144152,1
25877,RENTER,LOW,629230,4
25878,OWNER,LOW,28563,2
25879,OWNER,LOW,107411,5
25880,RENTER,LOW,247975,6
25881,OWNER,LOW,292011,3
25882,OWNER,Med,174291,5
25883,RENTER,LOW,0,9
25884,RENTER,LOW,0,9
25885,OWNER,High,337900,1
25886,OWNER,LOW,489246,2
25887,RENTER,LOW,0,6
25888,OWNER,LOW,0,3
25889,OWNER,LOW,248018,3
25890,OWNER,LOW,218218,1
25891,OWNER,Med,444720,6
25892,OWNER,LOW,258657,3
25893,OWNER,Med,239963,7
25894,OWNER,LOW,122340,2
25895,RENTER,LOW,0,9
25896,OWNER,LOW,472569,2
25897,OWNER,Med,454279,1
25898,RENTER,LOW,0,2
25899,OWNER,Med,314377,5
25900,OWNER,Med,240236,4
25901,OWNER,LOW,155325,4
25902,OWNER,LOW,264815,3
25903,OWNER,LOW,0,1
25904,OWNER,Med,359220,4
25905,RENTER,LOW,0,6
25906,,LOW,0,9
25907,RENTER,LOW,0,6
25908,OWNER,LOW,183271,1
25909,OWNER,LOW,279486,1
25910,OWNER,LOW,373085,3
25911,OWNER,LOW,404695,2
25912,OWNER,LOW,90034,8
25913,OWNER,LOW,212877,1
25914,,LOW,0,1
25915,OWNER,Med,370033,6
25916,OWNER,LOW,124696,1
25917,OWNER,LOW,273699,1
25918,OWNER,LOW,168950,3
25919,OWNER,LOW,335992,4
25920,RENTER,LOW,256150,1
25921,OWNER,Med,254569,3
25922,OWNER,High,1209900,8
25923,OWNER,LOW,137051,8
25924,OWNER,LOW,154365,5
25925,OWNER,LOW,142441,8
25926,OWNER,LOW,229793,1
25927,OWNER,LOW,210522,5
25928,OWNER,LOW,311859,1
25929,OWNER,LOW,146855,1
25930,,LOW,0,9
25931,OWNER,LOW,421023,1
25932,OWNER,Med,259812,2
25933,OWNER,LOW,409840,8
25934,OWNER,Med,196788,5
25935,OWNER,LOW,505978,2
25936,OWNER,Med,215765,3
25937,OWNER,LOW,226643,6
25938,RENTER,LOW,0,6
25939,OWNER,LOW,144719,4
25940,OWNER,LOW,148785,3
25941,OWNER,LOW,367809,2
25942,OWNER,LOW,63111,5
25943,RENTER,LOW,0,3
25944,RENTER,LOW,0,2
25945,OWNER,LOW,294736,1
25946,OWNER,High,507667,1
25947,OWNER,High,789132,1
25948,,LOW,0,6
25949,OWNER,High,479600,2
25950,OWNER,LOW,299906,1
25951,OWNER,Med,285133,2
25952,OWNER,LOW,452470,8
25953,OWNER,High,357792,2
25954,OWNER,LOW,184035,5
25955,OWNER,LOW,299750,1
25956,RENTER,LOW,70623,2
25957,RENTER,LOW,244506,2
25958,RENTER,LOW,0,2
25959,OWNER,LOW,199513,3
25960,OWNER,High,226611,3
25961,OWNER,LOW,206467,6
25962,OWNER,Med,290744,2
25963,OWNER,Med,245804,4
25964,OWNER,High,299750,2
25965,OWNER,LOW,361880,1
25966,OWNER,Med,355612,2
25967,OWNER,High,217683,2
25968,OWNER,Med,197224,4
25969,OWNER,LOW,320242,5
25970,OWNER,LOW,304589,2
25971,OWNER,LOW,529445,1
25972,RENTER,LOW,541948,9
25973,OWNER,LOW,129434,3
25974,OWNER,LOW,0,7
25975,OWNER,LOW,124859,1
25976,OWNER,LOW,0,1
25977,OWNER,LOW,0,7
25978,OWNER,LOW,183338,2
25979,OWNER,LOW,226153,3
25980,OWNER,Med,455968,3
25981,OWNER,LOW,0,1
25982,OWNER,LOW,116055,4
25983,OWNER,LOW,0,4
25984,OWNER,High,478640,4
25985,OWNER,LOW,0,4
25986,OWNER,High,747216,3
25987,,LOW,245250,8
25988,OWNER,LOW,164230,4
25989,OWNER,Med,365324,3
25990,OWNER,LOW,407769,2
25991,OWNER,Med,271582,2
25992,RENTER,LOW,2000000,1
25993,OWNER,High,571487,8
25994,OWNER,LOW,150692,8
25995,OWNER,LOW,166625,5
25996,OWNER,LOW,0,2
25997,OWNER,High,489379,2
25998,OWNER,LOW,635903,3
25999,OWNER,LOW,154889,3
26000,OWNER,LOW,146720,3
26001,OWNER,LOW,307053,3
26002,RENTER,LOW,0,5
26003,RENTER,LOW,0,5
26004,,LOW,164895,2
26005,OWNER,High,557218,3
26006,RENTER,LOW,99277,7
26007,OWNER,LOW,63220,5
26008,RENTER,LOW,122080,5
26009,OWNER,LOW,141558,4
26010,OWNER,LOW,168339,4
26011,OWNER,LOW,117850,3
26012,OWNER,LOW,276642,2
26013,OWNER,Med,215602,4
26014,OWNER,LOW,214948,6
26015,OWNER,LOW,243298,2
26016,OWNER,High,248481,1
26017,RENTER,LOW,0,3
26018,OWNER,LOW,221215,6
26019,OWNER,High,367384,1
26020,OWNER,LOW,191164,1
26021,OWNER,LOW,116637,2
26022,OWNER,LOW,192766,4
26023,OWNER,LOW,0,8
26024,,LOW,512964,2
26025,OWNER,High,449625,3
26026,OWNER,LOW,189605,2
26027,OWNER,High,606912,1
26028,OWNER,LOW,137896,2
26029,OWNER,LOW,160546,7
26030,OWNER,LOW,212266,1
26031,OWNER,LOW,285242,2
26032,OWNER,Med,256760,1
26033,OWNER,LOW,173440,4
26034,OWNER,Med,178509,3
26035,,LOW,0,5
26036,OWNER,High,624624,1
26037,OWNER,Med,450279,2
26038,OWNER,High,159932,2
26039,RENTER,LOW,0,5
26040,OWNER,LOW,0,2
26041,OWNER,LOW,142691,4
26042,OWNER,LOW,251942,5
26043,OWNER,High,759730,1
26044,,LOW,0,4
26045,RENTER,LOW,0,8
26046,OWNER,LOW,216528,5
26047,OWNER,Med,207536,7
26048,OWNER,LOW,292338,4
26049,RENTER,LOW,0,5
26050,OWNER,Med,181167,6
26051,OWNER,LOW,618357,3
26052,OWNER,Med,441450,2
26053,RENTER,LOW,0,3
26054,OWNER,High,380595,3
26055,RENTER,LOW,312251,3
26056,RENTER,LOW,120336,4
26057,RENTER,LOW,0,9
26058,RENTER,LOW,238383,1
26059,RENTER,LOW,876960,4
26060,RENTER,LOW,324275,1
26061,OWNER,Med,232394,3
26062,OWNER,LOW,315064,2
26063,RENTER,LOW,81750,3
26064,OWNER,LOW,177888,6
26065,,LOW,110744,2
26066,OWNER,Med,291335,3
26067,,LOW,59230,2
26068,OWNER,LOW,1500000,2
26069,OWNER,LOW,418636,3
26070,OWNER,LOW,0,3
26071,OWNER,Med,182583,2
26072,OWNER,Med,168950,3
26073,OWNER,LOW,261709,7
26074,,LOW,100301,1
26075,RENTER,LOW,0,7
26076,OWNER,Med,297134,1
